"measurement_id","mean_ts_int_gyro","max_ts_int_gyro","mean_diff_ts_int_gyro","sd_ts_int_gyro","obs_int_gyro","mean_int_gyro","min_int_gyro","max_int_gyro","abs_mean_int_gyro","sd_int_gyro","E1_int_gyro","E2_int_gyro","E3_int_gyro","skew_int_gyro","kuriosis_int_gyro","Et1_int_gyro","Et2_int_gyro","Et3_int_gyro","skew_t_int_gyro","kuriosis_t_int_gyro","meandiff_int_gyro","meandiff_n_int_gyro","meandiff2_n_int_gyro","meandiff3_n_int_gyro","meandiff5_n_int_gyro","meandiff10_n_int_gyro"
"3dff3990-337f-430f-9db8-5970d89f6323_2WH3",600.015404959574,1199.995,0.0100126410119485,346.410974957037,119849,-0.212415342818724,-0.424826931945312,0,0.212415342818724,0.122638392257831,-0.212415342818724,0.0601603276276762,-0.0191684710405325,-1.29903898280031,1.80000022444305,-169.935408473209,51979.861862191,-18928012.6697908,-1.5971743848717,2.7777139004435,-3.54471440445658e-06,-0.000345185676342846,-0.000354023870737626,-0.000354023918868472,-0.000354023927317795,-0.000354023923536646
"3e06d222-150c-4a3e-849d-a3f6b494ffcf_2VSP",600.013547582476,1199.974,0.0200346272643793,346.420462195435,59896,-0.211493587590069,-0.422968211262166,0,0.211493587590069,0.122105341665095,-0.211493587590069,0.0596390031281538,-0.0189198003649935,-1.29903540009229,1.79999747753707,-169.198100452839,51530.4112791758,-18683340.7740015,-1.59719934018438,2.77780395501885,-7.06182838738069e-06,-0.000352481188650306,-0.000352481194540342,-0.000352481205499352,-0.000352481215104176,-0.000352481200826398
"3e06d222-150c-4a3e-849d-a3f6b494ffcf_2WH3",643.540236560303,736.08,0.0200225010817828,53.4369157000814,9245,-0.0192860795856203,-0.0305401140115327,0,0.0192860795856203,0.00878738866319969,-0.0192860795856203,0.000449162712872725,-1.11132406730874e-05,-1.16744162872013,1.40291573039066,-12.849037152925,205.925932373917,-3548.87003420868,-1.20094614794909,1.49579429180456,-3.30377693763876e-06,-0.000165045130252332,-0.000165013915240616,-0.000164991526559461,-0.00016495253739502,-0.000164854986616713
"3e402fec-91f4-46b4-b9e4-27f5c6f08f0e_2VSP",599.92815209189,1199.979,0.0200340417717081,346.409237195182,59898,0.0628465671248454,-0.00661925887291626,0.126268777362925,0.0630817059874546,0.045069350001671,0.0628465671248454,0.00598090339719565,0.000613665413587063,1.32672668776701,1.83035552657947,49.4206831374962,4001.13812250967,343982.496011776,1.35913009081748,1.90138806731636,1.16381230014476e-06,5.82141981884798e-05,5.82222094126227e-05,5.82292469995514e-05,5.82410739836023e-05,5.82448767480864e-05
"3e75e86d-c121-447f-9c40-2bae541b07d7_327T",600.040210651974,1199.981,0.0200350786389288,346.414273719354,59895,-0.184788361643003,-0.340890175021642,0,0.184788361643003,0.100435370001391,-0.184788361643003,0.0442338337302348,-0.011698374109933,-1.257458422426,1.66423563871231,-145.439462063562,36470.591138342,-10642343.7494012,-1.52799903006902,2.51149256622115,-5.69155800283237e-06,-0.000284129746396327,-0.000284126043896245,-0.000284122476807672,-0.000284119855570625,-0.000284112093340313
"3eae8ef7-0e6f-45a9-be4c-9e8c3cfc4cf7_2VSP",599.973876016362,1199.979,0.0200349951581127,346.418909214079,59895,-0.191294519699345,-0.387848593749389,0,0.191294519699345,0.114594326263366,-0.191294519699345,0.0497252336307468,-0.0145033116495724,-1.30798249208352,1.82068337408598,-154.461424402145,43204.4384324922,-14342665.3827174,-1.59711915891842,2.77472299267596,-6.47558342654338e-06,-0.000323211773001127,-0.000323210709086576,-0.000323210164901029,-0.00032321004110688,-0.00032320824223685
"3eae8ef7-0e6f-45a9-be4c-9e8c3cfc4cf7_327T",599.950020250417,1199.978,0.0200333561495184,346.418260117222,59900,-0.210876322334302,-0.421779877983748,0,0.210876322334302,0.121763759388403,-0.210876322334302,0.0592949889022199,-0.0187570309221928,-1.29908361810756,1.80013488007615,-168.695739332097,51228.5975438404,-18520331.9208354,-1.59727636681732,2.77810608476869,-7.04151785478469e-06,-0.000351489648530041,-0.000351489675394082,-0.000351489682812699,-0.000351489707707916,-0.00035148972503983
"3ec5b419-dcb9-4636-bb40-bdc670ab7b94_2VSP",599.981988836231,1199.985,0.0100123069477935,346.416084623269,119852,-0.0403357875167082,-0.162851162943148,0,0.0403357875167082,0.0465194386925093,-0.0403357875167082,0.00379101587477187,-0.000452712059984619,-1.93949497825527,4.08446683133224,-38.069103918265,4335.83523654385,-609531.96491666,-2.13494813970688,4.9599426208101,-1.35878017657882e-06,-0.000131629394250901,-0.000135132476019949,-0.000135499227236242,-0.000135674454942747,-0.000135676802605362
"3f108781-78a2-449a-8d74-ad3cb279684d_327T",599.923268501978,1199.974,0.0200336238271729,346.409306444119,59899,-0.0740147786024359,-0.147143893979666,1.45878208367895e-06,0.0740147787266841,0.0415673600131665,-0.0740147786024359,0.00720600402405076,-0.000779953512652253,-1.27504927269951,1.73245218389022,-58.7205229033664,6088.58461534513,-756330.25753197,-1.59197761235152,2.78812825035168,-2.44478716536013e-06,-0.000122114545241239,-0.000122107057896208,-0.000122097375071652,-0.000122087106718542,-0.000122080711933842
"3f273747-3548-4e4d-93e9-814f5ea76e7b_2WH3",154.671255262647,309.286,0.0200340717709548,89.3179664383089,15439,-0.0180609836616216,-0.0400259566746412,9.3146253812704e-06,0.0180609941004147,0.0113080157417242,-0.0180609836616216,0.000454062068489255,-1.31597776778231e-05,-1.36011527312662,2.00433470993147,-3.79848979177811,27.3513356239378,-239.735365275432,-1.67596249984105,3.09461112465246,-2.57047191119323e-06,-0.000128323855889145,-0.000128333164129715,-0.00012834479735854,-0.000128366656445143,-0.000128431254091187
"3f5adb13-512c-4090-96ac-707703077845_327Q",502.289437656954,1004.555,0.0200214657285791,289.996403672913,50174,-0.175854139843683,-0.351844315507369,0,0.175854139843683,0.101632325949958,-0.175854139843683,0.0412536023119809,-0.0108847550823794,-1.29904993341681,1.79974452347537,-117.802051945448,24977.3384932408,-6303731.13467605,-1.59690265252463,2.77689871090895,-7.01262263582742e-06,-0.000350256237877106,-0.000350256094235648,-0.00035025589672323,-0.0003502555515462,-0.000350255084174539
"3f5adb13-512c-4090-96ac-707703077845_327S",599.98977705848,1199.978,0.0200216571562052,346.412659570874,59935,-0.209527749675325,-0.419060975335035,0,0.209527749675325,0.120976415920928,-0.209527749675325,0.0585369269069906,-0.0183980005853938,-1.29904964906941,1.80002930698718,-167.621570571796,50575.1958725052,-18166244.8313337,-1.59719816607234,2.7778016820203,-6.99204083383447e-06,-0.000349223849849632,-0.000349223850875167,-0.000349223859021058,-0.000349223857274264,-0.000349223871419113
"3f641876-bd64-4968-bd3d-cf18795fdb68_2WH8",599.937948061705,1199.98,0.0200340584670351,346.415340827436,59898,-0.191888136917189,-0.384670619630511,0,0.191888136917189,0.110997740302217,-0.191888136917189,0.0491413497504339,-0.0141835130898036,-1.30200662004941,1.80936867777811,-153.569425776492,42562.7598605849,-14049419.0070241,-1.59997683126842,2.78702965977558,-6.42220177355312e-06,-0.000320560912785322,-0.000320560116465914,-0.000320560147338266,-0.000320559620459609,-0.000320557391990108
"40bfdda0-4125-48eb-ab08-3238ebdf4bc8_2WH5",599.994668982061,1199.989,0.0125156603635833,346.410882810502,95880,-0.153087563893617,-0.277105311725643,0,0.153087563893617,0.075243955451797,-0.153087563893617,0.0290973960015524,-0.00611101164940375,-1.23120940594115,1.61515131379497,-117.635263331295,23676.4435095223,-5715580.14509499,-1.56886516103996,2.69447217274162,-2.89015646518678e-06,-0.000230206528613976,-0.000230905441777384,-0.000230915281443997,-0.00023090053323636,-0.000230911794065033
"40fe5682-a6d6-4e10-8468-55a18e212106_2WLT",600.047859880799,1199.981,0.0200337406925106,346.407146957642,59899,-0.18581467932104,-0.3747543637627,0,0.18581467932104,0.10457518690895,-0.18581467932104,0.0454628821947285,-0.0125328306319849,-1.29289639068075,1.7920464031825,-147.656798176199,39161.8489366059,-12481996.6661351,-1.61060588081903,2.83901559778886,-6.25654218442518e-06,-0.00031229030081223,-0.000312291012519098,-0.000312291098653379,-0.00031229011144325,-0.000312289620491767
"4124f36f-7f43-4eb1-b47e-783c9ad8bc2c_2WLT",600.006165285808,1199.984,0.0100121065981377,346.411602656769,119853,-0.0933026594910249,-0.210678884024112,0,0.0933026594910249,0.0593128226433593,-0.0933026594910249,0.0122233678453059,-0.00184965735928331,-1.36868958519392,2.03224729540506,-76.2771043904642,11124.0388538049,-1979464.89656099,-1.68715140848444,3.13008120816543,-1.752360945172e-06,-0.000173650473060999,-0.000175062573675668,-0.000175017493192291,-0.000174992510638684,-0.000174988461261747
"4124f36f-7f43-4eb1-b47e-783c9ad8bc2c_2ZX6",599.997376703128,1199.991,0.0100122734706138,346.413375521476,119853,-0.211599695454651,-0.423189877337989,0,0.211599695454651,0.122167059673848,-0.211599695454651,0.0596990970600566,-0.0189483910837229,-1.29903453177587,1.79998765386306,-169.279212597271,51579.6777319842,-18709970.8848249,-1.59718482456078,2.77774940425056,-3.5309371336147e-06,-0.00034618745207467,-0.000352660898717189,-0.000352660865388039,-0.000352660869903627,-0.000352660876550326
"414d5cbe-33a2-46b8-a8a7-dda72b0bb86f_327T",599.915579792651,1199.978,0.0200336906073659,346.405844491053,59899,-0.0822242942183602,-0.229634575097065,0.000284325347976643,0.0822249302444524,0.0669497503801948,-0.0822242942183602,0.0112430288052287,-0.0018158918719445,-1.52322829937957,2.54906592309989,-71.8637501746514,11147.3691505779,-2145448.03538994,-1.82288564589276,3.67277211460327,-3.8337603108128e-06,-0.00019131878304881,-0.00019131127475931,-0.000191305247248957,-0.000191297667899477,-0.000191288348628897
"415d3460-11af-4d5b-bc5d-e082a3306513_2WH7",599.996467110755,1199.975,0.0200339749904002,346.417015860245,59898,-0.148649734981442,-0.272415774203388,0,0.148649734981442,0.0749267638492024,-0.148649734981442,0.0277106699246333,-0.0056649873734481,-1.22808494748475,1.58956882786338,-114.922367374651,22335.9429378087,-5122196.85809764,-1.53443970684144,2.57098197401601,-4.54807042428482e-06,-0.000227091639848916,-0.000227091030533881,-0.000227088807389024,-0.000227083061471467,-0.000227078631413759
"41616f71-8d37-48c8-a322-c0306c6901d2_2WLT",600.077164076195,1199.979,0.0200337073024141,346.399661876884,59899,-0.147227693503414,-0.303093100100683,0,0.147227693503414,0.0991295051100223,-0.147227693503414,0.0315024884638896,-0.00749726668722468,-1.34086689258743,1.90188613565549,-122.59464556428,27948.7900718102,-7482940.87423252,-1.60150314644418,2.77499939332975,-5.05194092711621e-06,-0.000252151232841206,-0.000252157367444924,-0.000252167032512201,-0.000252181447793868,-0.000252237506882125
"41851245-f4cc-4267-b611-b9fd61f55da1_2VSP",599.952318997613,1199.978,0.0200343595565647,346.416611659069,59897,0.183872268286437,0,0.339557756633168,0.183872268286437,0.098992202372038,0.183872268286437,0.0436083035701417,0.011470213705203,1.25955669602637,1.68113970157371,144.467953076489,36300.0117694717,10741809.6997184,1.5531639633181,2.60740094601528,5.66912242275224e-06,0.000283074434669463,0.000283049950112047,0.000283029847904405,0.000282996912279614,0.000282939991782112
"41b30d62-6d55-4fd4-9136-0daeab6fb6e1_2ZX6",600.056900145249,1199.983,0.0200344430345933,346.409841208835,59897,-0.0868405548850608,-0.212410123119273,0,0.0868405548850608,0.0562161033832963,-0.0868405548850608,0.0107014794909349,-0.00160083797869981,-1.44604445282002,2.31408855251585,-70.3892171001029,10206.7631372482,-1838284.03780762,-1.78270942872239,3.48875129911388,-3.54631566580862e-06,-0.000176919764329737,-0.000176922297672853,-0.000176923597205605,-0.000176921113223102,-0.000176915169341656
"41c392cb-3495-4138-a1b2-f056704f160c_2VSP",599.916084944405,1199.981,0.0200340751623621,346.403620107936,59898,-0.157803876298256,-0.267905468729829,0,0.157803876298256,0.0787858075918505,-0.157803876298256,0.0311091632230938,-0.00673659724780032,-1.22774475977395,1.58795402623807,-121.716724587001,24977.2544952368,-5977571.7642779,-1.51428545326985,2.46551758063388,-4.10289538422666e-06,-0.000204844738955377,-0.000204840380888113,-0.00020483712356333,-0.000204839334779575,-0.000204849102909569
"42092798-e1f3-4834-b866-8f6ab7242f9d_2WH8",599.942743351308,1199.975,0.0200336405222211,346.41393847939,59899,-0.126909420492904,-0.262423818095595,0,0.126909420492904,0.0791483716815161,-0.126909420492904,0.0223703611658851,-0.00438470558071338,-1.31048164815336,1.8176196835763,-103.461890307463,19390.3870318194,-4282610.19705722,-1.58609366391973,2.73514951338682,-4.38117830471126e-06,-0.000218637927423025,-0.000218637036229605,-0.000218636303541465,-0.00021863401318046,-0.00021863000340362
"42243b7c-714c-4349-8884-88973ddc0849_2WH7",599.956395906374,1199.99,0.0200340417717081,346.413305222072,59898,-0.210106758980285,-0.420230399505262,0,0.210106758980285,0.121313591965891,-0.210106758980285,0.058861592064048,-0.0185513878448823,-1.29905757081959,1.80005884132499,-168.078834612226,50853.2016810786,-18316914.4979495,-1.59725724484338,2.77805141763357,-7.01588392582704e-06,-0.000350198204057503,-0.000350198184882741,-0.000350198171923554,-0.000350198162844075,-0.000350198157809906
"42243b7c-714c-4349-8884-88973ddc0849_2WLT",600.035778510493,1199.979,0.0200337073024141,346.414255255928,59899,-0.187595290845482,-0.379141617264178,0,0.187595290845482,0.106862446012268,-0.187595290845482,0.0466113848678304,-0.0131158109343039,-1.30333824105573,1.82387629009277,-149.524037623168,40512.1650765229,-13184743.554433,-1.61693851767273,2.85431139526412,-6.3297875933116e-06,-0.000315939225182172,-0.000315937876002649,-0.000315937132251419,-0.00031593657454344,-0.000315933631880727
"42951684-df5c-4486-b27c-0bfe65bcfcf2_2VSP",600.068416481627,1199.981,0.0200344096433819,346.409711956837,59897,-0.0586806596787141,-0.120677525025082,0,0.0586806596787141,0.0297085012859836,-0.0586806596787141,0.00432600013377544,-0.000366742185645724,-1.28893517605864,1.82864509102253,-44.1413289111313,3621.08995854582,-375519.390884608,-1.72334963552517,3.27404835293639,-2.00249037775043e-06,-9.99869793897187e-05,-9.99834683611842e-05,-9.99790158039747e-05,-9.99790180319063e-05,-9.99693499029399e-05
"42ce5466-4eed-4dc8-a3b1-86f0a04f50e6_327T",600.059645446197,1199.978,0.0200350285504391,346.408131963904,59895,-0.0396126780616764,-0.136182252515866,0.0368830671810396,0.0553630379388889,0.0571048834400937,-0.0396126780616764,0.00483007753118453,-0.000487902888826277,-1.45345716296964,2.43561531125939,-43.217505061803,4695.62189524685,-575664.739122726,-1.78908077996362,3.47292621785543,-2.26064102496099e-06,-0.000112720414886727,-0.000112732503510184,-0.000112751689656003,-0.000112789330705179,-0.000112890643276561
"42d34bdc-54a9-4b4f-bed6-c02219c6061f_2VSP",600.022184373957,1199.974,0.0200332893704402,346.414329159415,59900,-0.08948282909172,-0.145969414062888,0,0.08948282909172,0.037153851851482,-0.08948282909172,0.00938756236443936,-0.00105623531485206,-1.16126525220528,1.40560847583279,-62.5216988412058,5975.39425657652,-665088.026832978,-1.43988988739082,2.25475757970664,-5.94435141995601e-07,-2.95542098166649e-05,-2.95545801271143e-05,-2.95526790449298e-05,-2.95477816291229e-05,-2.95465260878896e-05
"4338bd17-ef1c-495a-b6a5-d5089ba1b1ca_2WH3",600.030511261374,1199.979,0.0200350285504391,346.416045090734,59895,-0.143563681287136,-0.315462433671027,0.00533836732340142,0.14377720603593,0.102015219680429,-0.143563681287136,0.0310174618753371,-0.00759823048358391,-1.39092296483237,2.06124920966735,-121.34207521592,28544.660182965,-7947038.74623926,-1.64785128365012,2.93505496035919,-5.26701228288354e-06,-0.000262865830899236,-0.000262870063604776,-0.000262874286061564,-0.00026289039349485,-0.000262948518559503
"4338bd17-ef1c-495a-b6a5-d5089ba1b1ca_327T",599.946333121859,1199.977,0.020034342860959,346.415509775965,59897,-0.211013944295516,-0.422031932359194,0,0.211013944295516,0.12183994228682,-0.211013944295516,0.059371608381953,-0.0187929018637293,-1.29904927434533,1.80002125273278,-168.80358305308,51292.352592083,-18554394.0189609,-1.59723142593296,2.77794677540877,-7.04607874247352e-06,-0.000351700024275702,-0.000351700005850014,-0.000351699988901783,-0.000351699981277994,-0.000351700000319961
"434b6721-22a5-4fed-b50b-9c6ac80b65b6_2WLT",599.917295710684,1199.993,0.020035948039805,346.406802593888,59893,-0.209507020466918,-0.419070599499319,0,0.209507020466918,0.120974068224714,-0.209507020466918,0.0585276724599234,-0.0183938884354161,-1.29906735119481,1.8000685326327,-167.592425631351,50558.7777515219,-18157206.2564098,-1.59718115494711,2.77769655488268,-6.99710478025979e-06,-0.000349227582993984,-0.000349227587930714,-0.00034922758534212,-0.000349227575699648,-0.000349227559543777
"434b6721-22a5-4fed-b50b-9c6ac80b65b6_2ZX6",599.996355883555,1199.984,0.0100122903629537,346.416042211258,119851,-0.182341592625866,-0.309056877654731,0.000433495411407144,0.182342545945576,0.0976408757101384,-0.182341592625866,0.0427821174641713,-0.0110508292477727,-1.24882462774835,1.63884520048089,-142.872380070922,34820.6459184701,-9803414.58688061,-1.50876685541199,2.42764456561133,-2.5502333326602e-06,-0.000251647933618088,-0.000254644752639011,-0.000254679628397146,-0.000254697879187596,-0.000254699133624189
"435bd59c-ae59-4677-8740-8b8c92efb61d_2ZX6",599.984467705196,1199.99,0.0100125992924371,346.41115114354,119849,-0.0167514383385723,-0.089658540921032,0.0706911055059779,0.0438368163916803,0.0467459552702283,-0.0167514383385723,0.00246577678772477,-8.1284966080776e-05,-0.663864719357176,1.70891128606414,3.17176440855975,1048.63600746347,44576.6688084511,1.31271504124518,3.28920668926873,5.8888812862085e-07,5.72760442133426e-05,5.87045825437899e-05,5.87845316668848e-05,5.8805906740824e-05,5.88266212590851e-05
"436c4c00-ea8f-43ee-ae21-997011ed908b_2WH8",599.913260855774,1199.994,0.0200339577281378,346.410770184207,59899,-0.0935122232163706,-0.203177941067251,0,0.0935122232163706,0.0599756609149114,-0.0935122232163706,0.0123415557406288,-0.00184286154902355,-1.34411938659915,1.93494727228148,-76.8389573942298,11032.7379109711,-1898416.13280984,-1.63819827313387,2.9382039060342,-3.38723034594999e-06,-0.000169046781813806,-0.000169043651135828,-0.000169046683664696,-0.000169057421111592,-0.000169078503113669
"437e979e-3b5a-4eae-9bc8-5dd8eeea6c24_2WLT",600.069627627427,1199.999,0.0200347101642848,346.411947729925,59897,-0.159368940628784,-0.346145529394771,0,0.159368940628784,0.106848581065995,-0.159368940628784,0.0368148879087657,-0.00965491379712387,-1.36682582812888,1.99139729014973,-132.544013818271,33389.2701250579,-9989385.54400278,-1.63730047079995,2.91388825977815,-5.77910927933035e-06,-0.000288440786734693,-0.000288440583566344,-0.000288441482092707,-0.00028844322372226,-0.000288442845124159
"439bc1b9-1b23-4691-a454-f4e1c7b8e4d9_2WH8",600.073956626265,1199.983,0.020034108553016,346.40109043188,59898,-0.122115954248536,-0.197728440342556,0,0.122115954248536,0.0559807921951255,-0.122115954248536,0.0180461030570625,-0.00286883604998602,-1.18339731571356,1.46175784707526,-87.5632117331667,11197.4555105662,-1550689.65444064,-1.30871738336224,1.76814010970889,-2.19765101554871e-06,-0.00010960476022378,-0.000109600980187628,-0.000109598168490048,-0.000109591937783943,-0.000109580887167859
"43bee466-0a9c-429f-bf1f-1cd4646f1421_2VSP",599.979504067347,1199.973,0.0100117891469764,346.412762757611,119857,-0.164416402121307,-0.345142901362767,0,0.164416402121307,0.102994175731507,-0.164416402121307,0.0376404650173256,-0.00973473747658713,-1.33303567998092,1.89944746170333,-134.303573329651,33379.9705201906,-9898109.84995334,-1.62301803651627,2.86799809580443,-2.8796464203942e-06,-0.000280287258148783,-0.000287759082248818,-0.000287673348648712,-0.000287636622754833,-0.00028762240055716
"43fc02af-b801-4f21-8478-46095fde5f2b_327T",599.986182338512,1199.99,0.0100121815891133,346.415739799796,119854,-0.168368459025936,-0.32036332425535,0,0.168368459025936,0.0875186978989426,-0.168368459025936,0.0360073965695869,-0.0085671314405716,-1.25385653352471,1.67561191843732,-131.26958881089,29971.4416744377,-8172890.13268063,-1.57512204644748,2.71215205227263,-2.6729687555201e-06,-0.000255225234197499,-0.000266901457070126,-0.000266948211320504,-0.000266962768095034,-0.000266960776974024
"43fe4458-c88f-46c5-bc2d-d31287dec36b_2WLT",599.917738204948,1199.99,0.0200342254203049,346.411025972245,59898,-0.209501168737401,-0.419060712751119,0,0.209501168737401,0.120971983739014,-0.209501168737401,0.0585247162330661,-0.0183926639011063,-1.29907929183102,1.80010727972963,-167.58879666819,50557.65209049,-18156888.1923472,-1.59720651772712,2.77779228212233,-6.9963556230048e-06,-0.00034922016458106,-0.000349220152292124,-0.000349220145959964,-0.000349220153796089,-0.000349220159758027
"43fe4458-c88f-46c5-bc2d-d31287dec36b_2ZX6",599.979771307411,1199.985,0.0200343595565647,346.419338436381,59897,-0.0498923395405965,-0.143383106922131,0.00850273945293015,0.0532152444125624,0.0545642728776899,-0.0498923395405965,0.00546645571317804,-0.000636633603492221,-1.57518224280056,2.60364713015766,-47.7162379891385,5390.24176389014,-677380.267164753,-1.71167053229328,3.07512874867812,-2.19154337007388e-06,-0.000109533059638116,-0.000109527019067746,-0.000109519308652719,-0.000109496901887942,-0.000109455467238958
"441c292e-8a14-4a76-80c8-7333966dcb27_327T",599.959506719869,1199.979,0.0200343762521704,346.421894396095,59897,-0.0879685273690229,-0.168608045747083,0,0.0879685273690229,0.0528484693605666,-0.0879685273690229,0.0105313758918369,-0.00141526820183915,-1.30951681041126,1.80465319135065,-70.8746389736076,9055.48150909916,-1342595.42016331,-1.55803725913916,2.60454405718276,-2.80179539958453e-06,-0.00013976821115739,-0.000139768639476128,-0.000139769625935227,-0.000139763324580025,-0.00013976640174608
"44592069-c5b7-4bd5-843d-acb31538c351_2WH5",688.925376195703,1199.976,0.0200329902969715,295.048664334654,51016,-0.129447522574325,-0.272710695269104,2.38315000352263e-05,0.129447531798939,0.0788265292493324,-0.129447522574325,0.0229701610166172,-0.0046524789688238,-1.33640582310579,1.9149984801883,-112.388468158661,21937.3903671194,-5119571.29335928,-1.57563692556617,2.70509065759716,-5.34569627107917e-06,-0.000266878687526974,-0.000266877151667344,-0.000266874174788121,-0.000266867331401062,-0.000266856385997914
"44592069-c5b7-4bd5-843d-acb31538c351_2WH7",600.010273870144,1199.99,0.0200345599038333,346.428906801092,59897,-0.187894000832781,-0.395356224246838,0.00107732524726422,0.187904676303647,0.117556675924879,-0.187894000832781,0.0491234968811818,-0.0145357959313967,-1.33507266865543,1.90419565242092,-153.442694333639,43623.835474142,-14784056.887955,-1.62258648720428,2.86701285593631,-6.60071163761918e-06,-0.000329530798084935,-0.000329533206004947,-0.000329536940571835,-0.000329542150756744,-0.000329543170357749
"44856dce-0080-4d07-8cf3-cd116c191037_327T",171.420230859078,342.986,0.0200318887980376,99.0040312088622,17123,-0.0201955162149955,-0.0520058913319411,0.000462206081795997,0.0202019539202854,0.0144665240169707,-0.0201955162149955,0.000617126970147881,-2.24068207842589e-05,-1.46156606372999,2.33456276643865,-4.86778848053694,48.6008286082729,-596.58781171206,-1.76079528210105,3.42370749013203,-3.03737246419467e-06,-0.000151511694258434,-0.000151524218325721,-0.000151523963508135,-0.000151522588408954,-0.000151493142314315
"45831d16-3afa-4d54-bc57-03d9608d311f_2VSP",599.961368776921,1199.97,0.0200338915137653,346.411111370772,59898,-0.0300024821748445,-0.0660997684553463,0.00741812775669293,0.0306284172303388,0.0226715273375777,-0.0300024821748445,0.00141413850724644,-7.31817308964207e-05,-1.37614676864822,1.98257691943956,-14.7543841906216,359.455345200014,-9480.83225976864,-1.39116628429903,2.04006098497521,-3.78571864445068e-07,-1.88023633778713e-05,-1.88141887078452e-05,-1.88269008696774e-05,-1.88449966112423e-05,-1.88567806991371e-05
"45bb358c-bf7f-4ab9-8f1f-1338c6878854_2WH5",599.989633182524,1199.989,0.0200338742528966,346.427063883411,59899,-0.161951583623231,-0.312583963693325,0,0.161951583623231,0.0880261156805848,-0.161951583623231,0.0339767831188422,-0.00795121641966178,-1.26958033671618,1.71440961638595,-127.567155735867,28592.6470055475,-7600284.89611577,-1.57198474823315,2.68197485334234,-5.21860435562665e-06,-0.000260554741515626,-0.000260553552680177,-0.00026055267211489,-0.000260551053595787,-0.000260551420396555
"46223315-30e9-4065-b779-644fccb32d1a_327T",599.951885254933,1199.976,0.0200339916857272,346.414231052874,59898,-0.133162819062359,-0.239640283292148,0.000554416593220598,0.133165601071546,0.0734188149388354,-0.133162819062359,0.0231225687759651,-0.00439081444223985,-1.24879446222549,1.63487381891282,-105.090564335918,18889.3028741899,-3942244.36807992,-1.51851695744279,2.48174400607229,-4.00087288665789e-06,-0.000199722736330914,-0.000199733205134895,-0.000199741642866195,-0.000199748933098096,-0.000199749059492509
"4627580c-31ab-4a5b-b5b3-9da16f27b56e_2WH8",599.919885789175,1199.996,0.0200343255922667,346.411610222628,59898,-0.0980176873063238,-0.219778984849273,0,0.0980176873063238,0.0675837300158238,-0.0980176873063238,0.014174951332088,-0.00238974357091638,-1.41601853207056,2.15535606490656,-81.9329630289915,13287.7794892618,-2581080.04025513,-1.68508903962009,3.07959501965142,-3.6658416907428e-06,-0.000182975326656638,-0.00018298144749464,-0.000182984431432972,-0.000182986655182923,-0.000182984787156809
"46dd3d61-b81e-408e-ac35-4538ed0aa9c7_327T",599.919183798855,1199.979,0.0200343762521704,346.408564647028,59897,-0.0653979440440744,-0.123125224083497,0,0.0653979440440744,0.0315967142322683,-0.0653979440440744,0.00527522676764859,-0.000464975295729364,-1.21357935298079,1.55943983009477,-49.6219612626886,4134.32081635385,-409816.598835609,-1.54164111226302,2.60445995236141,-2.05565019506306e-06,-0.000102559562992088,-0.000102565803207594,-0.000102570488631857,-0.000102571248151925,-0.000102555562585678
"46f12af9-924b-4450-8ab7-eab26a971b50_2WH3",599.971484048148,1199.979,0.0200337073024141,346.41442048068,59899,-0.105658986929985,-0.202931722120221,0,0.105658986929985,0.0549028409344804,-0.105658986929985,0.0141780931383375,-0.00209886473781764,-1.24324784103727,1.63937361944529,-82.2278351128433,11613.0229912693,-1958363.36879744,-1.56485949110584,2.69598267082752,-3.3875412026067e-06,-0.000169095393411626,-0.000169093232366965,-0.000169093750807811,-0.000169095806640083,-0.00016908497427813
"46f2b5c1-ada6-4483-9681-29f8eb1f6d16_327T",600.061145898027,1199.978,0.0200340250763811,346.408582358526,59898,-0.0329675157504644,-0.0531902878958654,0.00272580192307269,0.0330549984877516,0.0172639765555318,-0.0329675157504644,0.00138489700539331,-6.14083356744387e-05,-1.19151938616659,1.46535660211494,-25.0913406396938,984.980049462597,-43201.4413692744,-1.39751695560222,2.07211791504335,-8.08168274091746e-07,-4.0380335278438e-05,-4.0375047340271e-05,-4.03718138728053e-05,-4.03690011256277e-05,-4.03527707833174e-05
"475759e6-bdad-44f4-a1be-63d18e475352_2VSP",249.068210640608,498.209,0.02003575162873,143.820413681995,24867,-0.0292085301695011,-0.0524317781998027,0.000972974676162588,0.029232137821494,0.0165391501145237,-0.0292085301695011,0.00112667072091256,-4.76905050079295e-05,-1.26106191192055,1.65084081722794,-9.42976822874643,147.225610356733,-2527.76752700815,-1.41501839348554,2.07389525845993,-1.65479833010555e-06,-8.30034706731763e-05,-8.30175793328359e-05,-8.30255954559037e-05,-8.30364892098309e-05,-8.31123859245184e-05
"47940791-faef-401d-888d-427b7965d58b_2ZX6",600.033083277681,1199.974,0.0200346272643793,346.41721524895,59896,-0.200511583237436,-0.399792121461757,0,0.200511583237436,0.116089011940361,-0.200511583237436,0.0536813287046923,-0.0161483071839739,-1.29835100073413,1.79691171279496,-160.527305605355,46343.7990820181,-15914101.2648118,-1.59512480375478,2.76916736902759,-6.67488306973465e-06,-0.000333150735176181,-0.000333152088832147,-0.000333153071331178,-0.00033315467898352,-0.000333157320439613
